,Diabetes,HIV prevalence rate,Infant mortality,Poor or fair health,Premature age-adjusted mortality,Access to exercise opportunities,Adult obesity,Adult smoking,Excessive drinking,Sexually transmitted infections,Could not see doctor due to cost,Dentists,Diabetic screening,Health care costs,Mental health providers,Preventable hospital stays,Primary care physicians,Uninsured,Children in poverty,Children in single-parent households,High school graduation,Income inequality,Median household income,Social associations,Some college,Unemployment,Violent crime,Air pollution - particulate matter,Drinking water violations,Severe housing problems,2011 population estimate,Population that is not proficient in English
45059,0.147,240.4,11.2,0.189,526.5,0.61,0.378,0.227,0.106,483.2,0.167,27.0,0.87,9845.0,53.0,61.07,57.0,0.2,0.351,0.481,0.712,4.13,36771.0,13.439,0.485,0.075,721.85,12.82,0.293,0.137,66229,0.011
13031,0.106,290.3,8.5,0.197,407.9,0.432,0.325,0.194,0.153,1002.8,0.162,35.0,0.83,10533.0,67.0,72.4,52.0,0.224,0.298,0.412,0.735,6.522,36484.0,7.428,0.642,0.092,249.28,12.72,0.002,0.237,71214,0.013
29219,0.112,25.1,7.0,0.182,315.6,0.702,0.308,0.248,0.1625,216.8,0.151,18.0,0.85,9357.0,33.0,61.45,12.0,0.161,0.189,0.303,0.922,3.717,52517.0,11.297,0.577,0.069,277.5,11.03,0.003,0.143,32999,0.006
13197,0.143,139.6,7.0,0.332,421.2,0.192,0.327,0.2075,0.1625,275.5,0.259,12.0,0.73,8086.0,92.0,42.82,11.0,0.231,0.388,0.455,0.725,5.139,34680.0,5.74,0.412,0.071,205.76,12.73,0.0,0.16,8640,0.024
19001,0.112,103.0,7.0,0.087,340.5,0.722,0.323,0.185,0.188,80.2,0.148,27.0,0.94,8461.0,92.0,53.11,40.0,0.097,0.156,0.218,0.848,3.735,47905.0,20.051,0.625,0.039,65.33,9.61,0.036,0.095,7472,0.0
4025,0.101,86.3,6.0,0.177,346.1,0.9,0.259,0.193,0.141,178.2,0.156,60.0,0.81,7790.0,160.0,28.07,63.0,0.218,0.244,0.319,0.78,4.146,40486.0,9.5,0.61,0.08,332.11,10.7,0.056,0.197,215133,0.02
37071,0.138,285.7,9.9,0.208,459.7,0.777,0.312,0.258,0.123,428.3,0.183,50.0,0.88,9728.0,191.0,59.21,65.0,0.194,0.28,0.379,0.781,4.834,42461.0,14.516,0.592,0.088,391.41,12.73,0.065,0.175,209420,0.019
18119,0.122,70.6,7.0,0.16,377.2,0.524,0.345,0.32,0.23,318.1,0.157,14.0,0.89,9079.0,75.0,50.22,19.0,0.176,0.252,0.278,0.875,3.684,42994.0,9.355,0.491,0.085,205.76,13.77,0.0,0.141,21201,0.005
13259,0.131,221.4,7.0,0.165,544.0,0.05,0.328,0.2075,0.1625,513.1,0.148,38.0,0.76,9632.0,51.0,108.97,83.0,0.215,0.44,0.744,0.848,5.422,28304.0,9.93,0.205,0.11,88.06,12.62,0.239,0.135,5868,0.1
48217,0.101,97.4,12.7,0.257,411.1,0.54,0.332,0.193,0.1625,273.4,0.251,29.0,0.82,9775.0,29.0,84.13,43.0,0.286,0.286,0.314,0.933,4.465,40253.0,12.245,0.491,0.062,159.12,9.41,0.037,0.171,34823,0.046
19169,0.055,44.7,4.1,0.064,212.2,0.796,0.254,0.107,0.18,362.1,0.046,47.0,0.93,7969.0,168.0,44.13,75.0,0.092,0.105,0.211,0.934,5.066,53782.0,14.922,0.866,0.035,241.13,10.77,0.004,0.173,92406,0.007
55039,0.083,34.4,5.5,0.116,277.5,0.777,0.293,0.184,0.216,291.6,0.062,63.0,0.9,7323.0,89.0,40.68,62.0,0.102,0.122,0.266,0.891,3.727,54649.0,13.256,0.586,0.063,190.82,11.78,0.02,0.128,101798,0.012
5017,0.163,252.1,7.0,0.249,500.6,0.095,0.385,0.362,0.1625,761.0,0.225,44.0,0.77,9410.0,335.0,83.09,87.0,0.215,0.466,0.523,0.834,5.477,28006.0,12.245,0.387,0.109,494.63,12.13,0.65,0.163,11335,0.007
28147,0.161,214.3,7.0,0.212,504.8,0.059,0.394,0.201,0.093,430.5,0.218,20.0,0.83,11545.0,7.0,89.9,46.0,0.231,0.426,0.317,0.775,6.862,30289.0,11.258,0.509,0.108,71.23,11.42,0.0,0.163,14931,0.005
24025,0.095,174.2,5.6,0.127,303.4,0.951,0.296,0.179,0.158,180.2,0.086,60.0,0.83,9630.0,132.0,47.09,60.0,0.085,0.096,0.273,0.88,3.849,77453.0,7.723,0.713,0.066,296.01,12.43,0.036,0.136,249215,0.006
47089,0.113,56.8,7.8,0.255,467.9,0.627,0.279,0.258,0.048,199.3,0.248,21.0,0.87,10325.0,38.0,80.12,31.0,0.174,0.265,0.352,0.92,4.381,40490.0,10.155,0.463,0.098,261.31,13.25,0.0,0.143,52123,0.009
29101,0.104,67.6,5.4,0.14,360.0,0.615,0.306,0.179,0.199,577.2,0.136,33.0,0.85,9796.0,99.0,79.34,40.0,0.144,0.189,0.223,0.925,4.221,45011.0,9.743,0.686,0.061,149.13,9.16,0.0,0.15,54572,0.003
30017,0.103,103.0,7.0,0.187,454.7,0.624,0.268,0.146,0.183,260.8,0.126,59.0,0.84,6739.0,218.0,66.15,84.0,0.188,0.171,0.185,0.825,4.419,43958.0,13.459,0.668,0.037,189.61,10.39,0.0,0.135,11951,0.007
47183,0.133,39.5,7.0,0.23,465.7,0.346,0.304,0.254,0.075,523.1,0.213,29.0,0.88,12376.0,35.0,89.74,63.0,0.156,0.26,0.355,0.92,5.546,34809.0,17.245,0.557,0.116,319.05,14.16,0.0,0.152,34450,0.001
20201,0.11,103.0,7.0,0.165,269.0,0.374,0.334,0.185,0.216,69.5,0.148,18.0,0.84,9413.0,92.0,84.32,35.0,0.164,0.15,0.144,0.848,4.025,43897.0,39.944,0.697,0.037,85.67,9.92,0.015,0.08,5629,0.015
33011,0.09,147.1,4.6,0.111,272.8,0.96,0.272,0.16,0.176,264.8,0.095,74.0,0.89,8589.0,231.0,56.43,89.0,0.122,0.11,0.291,0.842,4.281,67162.0,8.885,0.672,0.054,251.89,10.46,0.264,0.159,403985,0.021
18163,0.127,147.1,7.9,0.198,414.5,0.844,0.332,0.251,0.149,501.5,0.157,64.0,0.87,10053.0,173.0,66.03,96.0,0.156,0.269,0.388,0.826,4.559,42014.0,15.316,0.655,0.07,386.13,14.19,0.0,0.158,181398,0.006
21125,0.122,27.8,5.7,0.27,477.3,0.709,0.33,0.297,0.093,174.9,0.223,39.0,0.87,9982.0,40.0,92.17,45.0,0.187,0.314,0.336,0.793,4.792,35372.0,6.895,0.465,0.092,86.71,13.02,0.0,0.113,59563,0.005
29141,0.122,34.2,7.0,0.209,453.2,0.421,0.293,0.35,0.17,109.4,0.255,10.0,0.85,8861.0,39.0,73.45,20.0,0.233,0.331,0.268,0.934,4.336,32761.0,14.913,0.362,0.077,348.2,9.67,0.107,0.181,20265,0.01
26113,0.113,39.3,7.0,0.13,333.1,0.683,0.323,0.204,0.2,119.8,0.13,13.0,0.87,8495.0,20.0,53.05,27.0,0.154,0.258,0.307,0.85,3.611,40226.0,13.306,0.481,0.121,62.77,11.41,0.012,0.144,15051,0.005
12113,0.101,145.9,6.0,0.121,361.1,0.816,0.282,0.237,0.172,248.6,0.159,24.0,0.81,10749.0,50.0,70.93,63.0,0.168,0.177,0.25,0.77,3.839,54876.0,7.823,0.658,0.066,158.35,12.91,0.04,0.141,161096,0.008
51041,0.098,176.8,6.1,0.12,283.2,0.798,0.272,0.158,0.143,386.6,0.082,69.0,0.87,9171.0,128.0,45.49,90.0,0.127,0.108,0.278,0.86,3.64,67454.0,8.708,0.687,0.055,135.2,12.37,0.0,0.117,327745,0.022
13051,0.102,631.1,9.6,0.159,381.4,0.857,0.279,0.188,0.161,878.3,0.153,62.0,0.86,9266.0,120.0,53.79,83.0,0.209,0.302,0.454,0.63,4.866,45254.0,11.721,0.655,0.077,395.82,12.78,0.001,0.189,278434,0.02
55113,0.096,50.4,7.0,0.065,372.9,0.562,0.288,0.268,0.25,247.3,0.107,79.0,0.89,8073.0,230.0,47.63,109.0,0.157,0.315,0.438,0.829,4.101,40608.0,15.681,0.631,0.1,214.75,11.16,0.049,0.199,16513,0.003
51081,0.133,875.7,7.0,0.24,442.6,0.271,0.331,0.187,0.1625,447.2,0.18,8.0,0.91,7805.0,143.0,65.31,59.0,0.159,0.287,0.487,0.848,4.34,38036.0,4.219,0.3,0.091,138.29,12.1,0.498,0.121,11886,0.005
20043,0.097,103.0,7.0,0.149,313.7,0.266,0.348,0.167,0.1625,190.7,0.12,13.0,0.81,8917.0,13.0,77.41,25.0,0.15,0.189,0.284,0.848,3.956,46338.0,16.531,0.558,0.055,238.23,8.38,0.032,0.077,7851,0.005
38093,0.084,103.0,7.0,0.119,332.7,0.795,0.298,0.172,0.211,339.2,0.06,62.0,0.87,7199.0,265.0,51.27,86.0,0.112,0.135,0.368,0.816,4.121,50941.0,19.108,0.599,0.029,185.64,9.95,0.39,0.072,21120,0.002
31005,0.091,103.0,7.0,0.093,376.65,0.655,0.289,0.2075,0.282,293.0,0.148,0.0,0.85,9215.0,0.0,65.31,0.0,0.193,0.154,0.128,0.848,4.449,39874.0,0.0,0.843,0.073,0.0,13.23,0.012,0.109,458,0.0
29135,0.104,85.4,7.0,0.14,331.3,0.373,0.31,0.2075,0.1625,281.6,0.148,25.0,0.86,8637.0,25.0,59.56,32.0,0.182,0.219,0.201,0.892,4.667,46123.0,18.56,0.5,0.061,117.03,9.91,0.02,0.104,15748,0.015
27049,0.081,22.5,5.0,0.092,248.1,0.905,0.295,0.193,0.255,241.7,0.09,47.0,0.9,7048.0,86.0,41.19,76.0,0.086,0.116,0.254,0.873,4.475,61428.0,20.287,0.696,0.05,122.81,12.18,0.0,0.129,46464,0.005
35029,0.096,74.9,7.0,0.205,424.5,0.702,0.248,0.188,0.167,587.0,0.211,32.0,0.79,7615.0,109.0,80.16,48.0,0.255,0.441,0.488,0.67,4.615,28040.0,8.386,0.364,0.166,612.2,10.06,0.0,0.162,24659,0.123
25003,0.084,101.8,3.9,0.121,288.2,0.887,0.225,0.17,0.213,259.2,0.094,75.0,0.91,8980.0,613.0,46.8,112.0,0.044,0.188,0.35,0.872,4.989,51431.0,11.691,0.618,0.071,402.71,10.84,0.201,0.173,129585,0.011
48029,0.095,312.1,6.3,0.167,343.6,0.961,0.301,0.162,0.192,648.8,0.165,77.0,0.83,10421.0,153.0,49.95,70.0,0.228,0.239,0.371,0.865,4.674,49655.0,6.104,0.62,0.06,476.86,8.45,0.01,0.182,1817610,0.062
20025,0.123,103.0,7.0,0.165,336.2,0.414,0.314,0.2075,0.1625,293.0,0.148,0.0,0.81,11980.0,92.0,144.33,183.0,0.141,0.156,0.244,0.848,4.009,42866.0,27.51,0.6,0.031,121.25,11.51,0.046,0.113,2193,0.007
12031,0.115,708.6,9.6,0.169,424.6,0.937,0.294,0.204,0.156,606.1,0.147,70.0,0.84,11880.0,146.0,67.0,84.0,0.193,0.256,0.421,0.68,4.621,47876.0,9.152,0.639,0.074,645.58,12.02,0.031,0.191,885855,0.023
31087,0.095,103.0,7.0,0.128,397.8,0.251,0.324,0.209,0.132,293.0,0.123,0.0,0.88,9778.0,92.0,58.27,50.5,0.148,0.232,0.184,0.848,3.91,40217.0,13.855,0.601,0.036,114.69,12.98,0.371,0.096,2872,0.008
37115,0.113,77.7,7.0,0.196,311.9,0.397,0.29,0.224,0.1625,221.8,0.18,24.0,0.95,8968.0,152.0,60.19,53.0,0.192,0.301,0.298,0.825,4.719,37479.0,13.499,0.557,0.07,70.11,13.14,0.0,0.127,21022,0.008
30051,0.08,103.0,7.0,0.165,376.65,0.387,0.269,0.2075,0.214,334.4,0.148,42.0,0.89,7076.0,92.0,65.31,42.0,0.238,0.267,0.109,0.848,5.581,39073.0,25.084,0.67,0.047,205.76,11.68,0.075,0.22,2369,0.0
40033,0.139,103.0,7.0,0.201,510.5,0.434,0.353,0.31,0.1625,406.2,0.148,38.0,0.7,10517.0,92.0,69.09,16.0,0.216,0.235,0.331,0.856,4.409,40608.0,11.373,0.487,0.049,91.06,9.9,0.798,0.081,6152,0.006
29071,0.103,63.4,6.2,0.129,396.3,0.689,0.326,0.271,0.142,252.4,0.179,42.0,0.89,9959.0,83.0,60.65,68.0,0.152,0.16,0.29,0.851,4.009,51138.0,13.608,0.626,0.07,192.21,11.05,0.147,0.135,101816,0.002
48281,0.107,28.4,7.0,0.165,374.1,0.744,0.289,0.2075,0.1625,407.8,0.148,15.0,0.85,10905.0,54.0,86.11,60.0,0.253,0.262,0.317,0.955,4.393,48746.0,12.931,0.606,0.069,135.11,9.18,0.733,0.121,20222,0.03
21069,0.123,103.0,7.0,0.239,491.4,0.42,0.347,0.291,0.077,144.2,0.195,28.0,0.81,11062.0,41.0,130.07,62.0,0.192,0.321,0.265,0.942,5.962,35454.0,9.615,0.447,0.099,25.38,13.04,0.14,0.157,14508,0.002
31179,0.071,103.0,7.0,0.117,241.0,0.567,0.286,0.128,0.192,146.5,0.11,53.0,0.81,8807.0,43.0,48.88,52.0,0.114,0.131,0.241,0.926,4.639,49981.0,14.654,0.782,0.033,104.22,11.33,0.853,0.087,9411,0.017
22053,0.127,182.1,10.6,0.2,511.0,0.411,0.335,0.28,0.148,305.4,0.163,22.0,0.81,12217.0,45.0,110.24,45.0,0.192,0.243,0.374,0.85,5.384,40760.0,10.499,0.429,0.052,288.71,10.16,0.17,0.119,31301,0.008
6031,0.085,176.7,6.1,0.269,333.0,0.515,0.237,0.125,0.147,368.6,0.169,58.0,0.74,8726.0,140.0,62.59,38.0,0.198,0.28,0.337,0.815,4.416,45794.0,4.03,0.471,0.135,397.88,8.85,0.465,0.237,150960,0.112
55095,0.1,15.8,7.0,0.117,309.3,0.683,0.325,0.188,0.26,222.4,0.119,46.0,0.87,9038.0,161.0,65.82,108.0,0.112,0.15,0.3,0.926,3.79,49138.0,16.969,0.615,0.073,245.56,11.79,0.064,0.169,43476,0.005
30053,0.108,33.3,7.0,0.178,383.3,0.952,0.295,0.207,0.154,261.7,0.16,51.0,0.87,7203.0,164.0,45.42,62.0,0.245,0.313,0.182,0.897,4.441,34926.0,14.366,0.532,0.145,224.47,11.43,0.673,0.168,19460,0.002
45045,0.106,259.9,6.6,0.142,361.5,0.823,0.296,0.195,0.126,411.9,0.15,58.0,0.86,9076.0,161.0,39.36,94.0,0.197,0.245,0.337,0.72,5.009,49476.0,13.259,0.642,0.06,572.01,12.98,0.0,0.143,474266,0.027
51057,0.138,146.3,7.0,0.1,479.0,0.216,0.29,0.2075,0.1625,703.3,0.148,71.0,0.91,9262.0,18.0,50.89,27.0,0.172,0.261,0.322,0.725,4.01,44427.0,17.805,0.458,0.068,195.47,12.39,0.009,0.139,11229,0.01
27053,0.067,397.4,5.5,0.089,259.9,0.991,0.222,0.141,0.185,492.1,0.098,87.0,0.9,7884.0,301.0,38.59,115.0,0.097,0.153,0.32,0.663,4.772,64331.0,10.704,0.786,0.047,430.77,12.42,0.002,0.174,1198778,0.034
45011,0.136,593.8,9.7,0.219,540.9,0.377,0.385,0.208,0.091,549.3,0.181,23.0,0.84,9709.0,63.0,81.12,27.0,0.18,0.386,0.515,0.707,5.541,31899.0,16.658,0.481,0.126,813.8,12.66,0.0,0.167,22119,0.008
46101,0.096,103.0,7.0,0.19,266.5,0.407,0.337,0.127,0.224,325.8,0.148,47.0,0.86,8788.0,62.0,70.77,47.0,0.146,0.15,0.322,0.545,3.541,53712.0,18.616,0.648,0.047,183.68,12.33,0.005,0.098,6404,0.006
36063,0.115,95.0,7.0,0.144,353.6,0.873,0.301,0.23,0.179,428.6,0.078,53.0,0.86,8612.0,97.0,76.22,42.0,0.098,0.195,0.375,0.834,4.669,46752.0,10.599,0.652,0.08,377.52,12.81,0.0,0.141,214249,0.006
37089,0.106,87.4,6.3,0.172,323.4,0.883,0.218,0.174,0.107,211.5,0.145,48.0,0.89,8465.0,175.0,40.07,80.0,0.217,0.239,0.256,0.85,4.362,44561.0,11.823,0.619,0.06,161.21,13.06,0.003,0.13,109540,0.035
35027,0.088,77.1,7.0,0.116,335.4,0.815,0.219,0.221,0.188,231.4,0.192,35.0,0.79,6800.0,557.0,42.43,59.0,0.243,0.341,0.355,0.784,4.158,40756.0,17.234,0.578,0.056,361.07,9.54,0.181,0.149,20105,0.031
30103,0.091,103.0,7.0,0.165,376.65,0.113,0.263,0.2075,0.1625,293.0,0.148,0.0,0.79,6768.0,0.0,65.31,136.0,0.249,0.191,0.237,0.848,3.298,48282.0,0.0,0.589,0.039,205.76,10.73,0.0,0.092,700,0.017
48111,0.091,92.5,7.0,0.165,407.3,0.641,0.308,0.2075,0.1625,400.2,0.148,28.0,0.58,10814.0,92.0,59.78,57.0,0.322,0.206,0.329,0.875,3.194,42378.0,24.3,0.477,0.037,311.95,11.17,0.0,0.106,7057,0.081
29127,0.09,45.7,7.5,0.151,392.0,0.725,0.318,0.237,0.114,483.6,0.131,52.0,0.87,9014.0,215.0,72.75,87.0,0.157,0.249,0.402,0.913,4.185,40981.0,19.83,0.538,0.057,240.22,10.4,0.676,0.109,28904,0.0
31013,0.106,103.0,7.0,0.133,360.7,0.377,0.321,0.206,0.2,256.3,0.12,53.0,0.83,10000.0,159.0,86.51,35.0,0.123,0.188,0.413,0.878,4.867,54120.0,22.974,0.574,0.043,184.88,13.7,0.5,0.129,11305,0.007
8107,0.039,79.0,7.0,0.058,196.0,0.816,0.147,0.098,0.265,252.8,0.136,94.0,0.8,7038.0,242.0,25.17,103.0,0.154,0.121,0.225,0.881,3.862,63763.0,13.285,0.803,0.058,207.85,13.64,0.047,0.184,23513,0.006
16031,0.1,103.0,7.0,0.155,318.5,0.597,0.299,0.133,0.096,197.9,0.131,64.0,0.76,7551.0,116.0,46.8,82.0,0.228,0.204,0.194,0.866,4.516,44160.0,5.592,0.515,0.053,152.52,10.53,0.025,0.152,23331,0.066
31023,0.083,103.0,7.0,0.136,330.4,0.363,0.271,0.208,0.274,60.3,0.104,36.0,0.91,8011.0,12.0,52.64,72.0,0.114,0.122,0.191,0.848,3.506,46211.0,20.494,0.631,0.032,35.42,10.5,0.159,0.085,8312,0.01
39127,0.117,45.8,7.0,0.129,418.2,0.732,0.362,0.254,0.163,130.5,0.142,22.0,0.86,10337.0,19.0,90.8,25.0,0.145,0.271,0.34,0.886,4.542,41586.0,11.384,0.466,0.093,25.42,13.5,0.097,0.133,35997,0.0
51685,0.085,130.8,7.0,0.165,262.9,0.917,0.306,0.2075,0.1625,278.5,0.148,38.0,0.88,7749.0,92.0,49.67,50.5,0.217,0.137,0.285,0.825,3.333,71742.0,5.064,0.599,0.047,115.34,12.7,0.012,0.19,16149,0.119
39149,0.111,55.6,7.3,0.186,348.4,0.648,0.324,0.192,0.159,294.9,0.103,24.0,0.85,9088.0,57.0,58.73,37.0,0.125,0.149,0.286,0.92,3.728,51529.0,11.797,0.483,0.063,149.58,13.44,0.0,0.127,49192,0.005
5115,0.11,88.0,6.7,0.182,403.7,0.87,0.348,0.228,0.122,360.1,0.168,42.0,0.84,9075.0,179.0,72.81,67.0,0.208,0.259,0.292,0.835,4.321,39704.0,12.587,0.514,0.078,263.75,11.59,0.3,0.132,62547,0.019
54047,0.166,70.2,16.1,0.328,861.2,0.426,0.375,0.353,0.098,150.1,0.242,29.0,0.85,10992.0,29.0,137.69,42.0,0.208,0.477,0.407,0.72,5.505,25205.0,6.096,0.263,0.1,355.6,12.99,0.047,0.107,20876,0.004
13205,0.127,410.7,9.2,0.16,433.5,0.423,0.317,0.169,0.1625,600.6,0.204,17.0,0.81,8710.0,195.0,54.03,52.0,0.204,0.422,0.461,0.775,5.636,32280.0,13.826,0.376,0.087,423.64,12.06,0.0,0.161,23045,0.013
26145,0.113,122.2,9.0,0.147,391.7,0.728,0.386,0.191,0.206,632.7,0.137,64.0,0.86,9959.0,183.0,78.16,85.0,0.123,0.296,0.406,0.769,4.695,41510.0,13.108,0.628,0.091,819.29,11.92,0.025,0.168,196542,0.006
56007,0.084,97.5,7.0,0.132,354.4,0.541,0.266,0.227,0.165,268.1,0.125,38.0,0.67,7528.0,254.0,51.89,26.0,0.174,0.141,0.315,0.77,3.769,54210.0,16.596,0.535,0.045,268.33,12.52,0.031,0.093,15748,0.023
40139,0.092,58.8,7.0,0.125,360.1,0.638,0.315,0.157,0.1625,255.8,0.18,32.0,0.87,8028.0,154.0,62.7,42.0,0.261,0.19,0.281,0.725,3.921,46914.0,13.955,0.4,0.051,158.87,11.58,0.014,0.139,22081,0.15
47049,0.132,33.0,7.0,0.326,568.1,0.609,0.375,0.212,0.1625,183.9,0.296,11.0,0.9,13507.0,17.0,184.74,50.0,0.181,0.37,0.379,0.941,4.64,31065.0,7.804,0.334,0.092,208.3,13.6,0.0,0.148,17909,0.001
17191,0.109,35.5,7.0,0.138,382.6,0.41,0.292,0.2075,0.1625,217.2,0.148,24.0,0.94,9400.0,48.0,82.68,42.0,0.126,0.274,0.294,0.835,3.974,42896.0,25.341,0.587,0.087,269.88,13.62,0.0,0.11,16612,0.002
30005,0.119,103.0,7.0,0.188,541.5,0.032,0.328,0.303,0.261,763.1,0.117,76.0,0.48,7325.0,106.0,62.6,60.0,0.328,0.339,0.45,0.848,4.804,35215.0,16.46,0.568,0.057,237.35,11.25,0.37,0.127,6604,0.003
34011,0.118,641.9,9.3,0.246,398.9,0.777,0.339,0.241,0.175,590.7,0.147,58.0,0.8,10392.0,66.0,75.93,45.0,0.178,0.284,0.44,0.748,4.977,45850.0,9.76,0.389,0.122,533.69,11.55,0.198,0.221,157332,0.073
21223,0.113,103.0,7.0,0.165,433.8,0.541,0.333,0.2075,0.1625,364.2,0.148,23.0,0.9,13204.0,23.0,104.92,34.0,0.164,0.238,0.168,0.746,4.08,45394.0,10.242,0.545,0.081,30.27,13.43,0.0,0.102,8816,0.014
51047,0.101,170.5,6.9,0.149,340.5,0.745,0.318,0.151,0.164,283.9,0.137,41.0,0.91,8836.0,132.0,58.53,38.0,0.167,0.152,0.315,0.86,3.766,63876.0,11.271,0.511,0.059,186.71,12.74,0.005,0.157,48506,0.017
27107,0.095,103.0,7.0,0.115,355.6,0.322,0.31,0.194,0.252,75.4,0.148,45.0,0.86,7044.0,92.0,48.94,30.0,0.105,0.198,0.259,0.848,4.315,45276.0,25.626,0.584,0.052,36.32,11.59,0.0,0.098,6631,0.002
12011,0.095,1078.8,6.1,0.137,301.7,0.995,0.247,0.143,0.15,406.7,0.155,67.0,0.86,11895.0,152.0,59.44,74.0,0.259,0.195,0.379,0.76,4.849,50343.0,5.438,0.661,0.061,484.95,10.71,0.152,0.273,1838844,0.072
42091,0.079,139.6,5.2,0.102,263.8,0.951,0.236,0.151,0.173,238.5,0.082,92.0,0.87,9658.0,244.0,52.93,147.0,0.08,0.082,0.204,0.921,4.408,77021.0,10.897,0.773,0.063,182.07,11.75,0.337,0.144,812376,0.021
41025,0.116,103.0,7.0,0.253,391.2,0.651,0.307,0.2075,0.1625,208.0,0.148,84.0,0.86,7225.0,364.0,37.8,83.0,0.215,0.28,0.197,0.799,3.97,37041.0,15.252,0.591,0.123,67.12,9.13,0.0,0.141,7146,0.006
47051,0.106,48.6,7.0,0.178,440.5,0.569,0.304,0.239,0.113,250.2,0.207,29.0,0.84,11326.0,39.0,114.27,71.0,0.161,0.254,0.314,0.91,4.164,41477.0,12.263,0.475,0.075,334.6,13.5,0.0,0.121,41129,0.007
54045,0.151,46.1,7.0,0.313,669.0,0.53,0.404,0.367,0.096,91.2,0.244,8.0,0.82,11920.0,33.0,169.38,61.0,0.184,0.302,0.277,0.77,4.848,35773.0,8.571,0.438,0.089,437.99,13.03,0.0,0.097,35987,0.002
40017,0.112,121.9,6.3,0.128,356.1,0.814,0.326,0.209,0.148,252.1,0.14,42.0,0.84,9812.0,193.0,59.11,42.0,0.146,0.108,0.249,0.846,3.355,63889.0,7.18,0.675,0.046,483.62,10.09,0.433,0.103,126123,0.012
36077,0.095,109.6,5.4,0.14,300.1,0.675,0.252,0.176,0.183,286.8,0.092,47.0,0.85,7805.0,164.0,65.26,104.0,0.112,0.216,0.341,0.775,4.267,47689.0,12.802,0.612,0.07,175.89,11.5,0.061,0.17,61683,0.006
21205,0.121,64.0,7.0,0.242,500.2,0.937,0.342,0.251,0.099,575.8,0.198,55.0,0.87,10975.0,310.0,96.96,119.0,0.194,0.313,0.317,0.925,5.638,37690.0,9.809,0.552,0.075,79.47,13.02,0.135,0.157,23527,0.002
50025,0.075,103.7,7.0,0.108,329.0,0.724,0.225,0.16,0.203,225.1,0.116,64.0,0.87,7403.0,563.0,37.21,111.0,0.086,0.194,0.321,0.779,4.22,46642.0,13.186,0.602,0.045,205.53,10.64,0.046,0.172,43857,0.004
50001,0.071,62.2,7.0,0.091,282.5,0.707,0.228,0.145,0.193,147.0,0.104,43.0,0.88,7338.0,242.0,44.71,114.0,0.081,0.132,0.312,0.925,4.132,54683.0,10.342,0.616,0.041,75.18,10.83,0.196,0.161,36791,0.007
54083,0.125,84.0,7.0,0.221,405.1,0.856,0.346,0.239,0.083,166.8,0.18,37.0,0.85,9183.0,133.0,106.59,88.0,0.18,0.277,0.347,0.76,4.429,35458.0,11.911,0.407,0.069,401.97,13.19,0.042,0.14,29415,0.002
29081,0.124,103.0,7.0,0.195,418.3,0.385,0.308,0.305,0.197,229.1,0.174,34.0,0.8,10792.0,114.0,93.55,23.0,0.192,0.304,0.319,0.848,4.419,36229.0,17.186,0.421,0.063,123.0,8.99,0.188,0.114,8741,0.005
54079,0.118,36.1,6.0,0.173,359.5,0.627,0.293,0.201,0.09,164.8,0.146,44.0,0.84,10346.0,65.0,75.31,106.0,0.136,0.146,0.256,0.82,4.229,56102.0,10.986,0.639,0.053,214.44,13.14,0.0,0.08,56650,0.001
48225,0.128,337.2,7.0,0.337,442.8,0.492,0.316,0.2075,0.1625,328.1,0.343,31.0,0.84,10100.0,17.0,88.71,30.0,0.286,0.348,0.366,0.955,5.47,34777.0,11.658,0.446,0.088,168.53,8.82,0.108,0.154,22911,0.02
29063,0.106,396.8,7.0,0.12,379.2,0.354,0.349,0.205,0.1625,100.5,0.179,8.0,0.87,8622.0,92.0,81.94,23.0,0.157,0.177,0.185,0.848,4.413,44286.0,8.501,0.349,0.061,88.51,8.78,0.464,0.085,12840,0.004
28065,0.143,354.1,7.0,0.236,568.3,0.162,0.369,0.275,0.1625,997.3,0.27,33.0,0.85,11830.0,8.0,88.55,25.0,0.23,0.443,0.59,0.725,5.319,27754.0,13.298,0.466,0.112,205.76,11.75,0.0,0.229,11948,0.0
13107,0.116,370.4,10.5,0.211,543.1,0.267,0.318,0.2075,0.1625,720.6,0.148,9.0,0.84,10542.0,87.0,102.85,48.0,0.236,0.496,0.489,0.67,5.096,30348.0,7.424,0.431,0.114,417.83,12.75,0.0,0.147,22867,0.021
28001,0.152,307.7,12.8,0.231,533.3,0.8,0.371,0.23,0.126,853.0,0.185,44.0,0.84,10557.0,44.0,86.1,81.0,0.203,0.443,0.554,0.61,5.34,31385.0,13.698,0.513,0.086,337.63,10.68,0.013,0.181,32090,0.031
20167,0.13,103.0,7.0,0.127,430.6,0.526,0.315,0.191,0.111,230.3,0.148,29.0,0.65,11480.0,29.0,84.83,14.0,0.162,0.239,0.283,0.848,4.169,39520.0,25.914,0.648,0.043,376.62,11.73,0.027,0.112,6933,0.007
29167,0.122,26.7,7.0,0.188,432.0,0.551,0.312,0.166,0.173,261.1,0.15,23.0,0.89,8364.0,187.0,38.84,61.0,0.176,0.286,0.24,0.89,4.571,38023.0,9.672,0.538,0.065,400.57,9.21,0.016,0.134,30974,0.006
